Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp,Tên Tiếng Anh,Latitude,Longitude
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Bình Hưng Hoà A,27439,Phường,,"10,783227","106,607774"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Bình Hưng Hoà B,27442,Phường,,"10,805374","106,603626"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Bình Trị Đông,27445,Phường,,"10,76485","106,616269"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Bình Trị Đông A,27448,Phường,,"10,770605","106,597004"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Bình Trị Đông B,27451,Phường,,"10,745065","106,610904"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Tân Tạo,27454,Phường,,"10,760411","106,590024"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường Tân Tạo A,27457,Phường,,"10,743677","106,583169"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường  An Lạc,27460,Phường,,"10,728195","106,614303"
Thành phố Hồ Chí Minh,79,Quận Bình Tân,777,Phường An Lạc A,27463,Phường,,"10,746753","106,621127"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Thuận Đông,27466,Phường,,"10,758029","106,739014"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Thuận Tây,27469,Phường,,"10,751327","106,722195"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Kiểng,27472,Phường,,"10,748479","106,71035"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Hưng,27475,Phường,,"10,745222","106,698558"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Bình Thuận,27478,Phường,,"10,742576","106,723945"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Quy,27481,Phường,,"10,742111","106,709952"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Phú Thuận,27484,Phường,,"10,729082","106,742488"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Phú,27487,Phường,,"10,727494","106,724359"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Tân Phong,27490,Phường,,"10,729153","106,706478"
Thành phố Hồ Chí Minh,79,Quận 7,778,Phường Phú Mỹ,27493,Phường,,"10,712961","106,735726"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Thị trấn Củ Chi,27496,Thị trấn,,"10,974729","106,494985"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phú Mỹ Hưng,27499,Xã,,"11,121707","106,463526"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã An Phú,27502,Xã,,"11,114188","106,499791"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Trung Lập Thượng,27505,Xã,,"11,065068","106,440814"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã An Nhơn Tây,27508,Xã,,"11,074717","106,493423"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Nhuận Đức,27511,Xã,,"11,035882","106,488166"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phạm Văn Cội,27514,Xã,,"11,036904","106,525846"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phú Hòa Đông,27517,Xã,,"11,015521","106,554492"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Trung Lập Hạ,27520,Xã,,"11,014504","106,469343"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Trung An,27523,Xã,,"11,007105","106,591694"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phước Thạnh,27526,Xã,,"11,015893","106,426642"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phước Hiệp,27529,Xã,,"10,98344","106,45039"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Tân An Hội,27532,Xã,,"10,961337","106,47821"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Phước Vĩnh An,27535,Xã,,"10,982284","106,52314"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Thái Mỹ,27538,Xã,,"10,990854","106,408948"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Tân Thạnh Tây,27541,Xã,,"10,986781","106,557797"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Hòa Phú,27544,Xã,,"10,979969","106,613527"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Tân Thạnh Đông,27547,Xã,,"10,955091","106,594677"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Bình Mỹ,27550,Xã,,"10,943157","106,638349"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Tân Phú Trung,27553,Xã,,"10,940784","106,553162"
Thành phố Hồ Chí Minh,79,Huyện Củ Chi,783,Xã Tân Thông Hội,27556,Xã,,"10,955282","106,512767"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Thị trấn Hóc Môn,27559,Thị trấn,,"10,886665","106,593336"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Tân Hiệp,27562,Xã,,"10,907371","106,589783"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Nhị Bình,27565,Xã,,"10,912148","106,674345"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Đông Thạnh,27568,Xã,,"10,90425","106,641504"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Tân Thới Nhì,27571,Xã,,"10,904159","106,553718"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Thới Tam Thôn,27574,Xã,,"10,890713","106,613502"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Xuân Thới Sơn,27577,Xã,,"10,879405","106,560131"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Tân Xuân,27580,Xã,,"10,870062","106,600597"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Xuân Thới Đông,27583,Xã,,"10,8687479","106,5890718"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Trung Chánh,27586,Xã,,"10,8637956","106,5981487"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Xuân Thới Thượng,27589,Xã,,"10,855615","106,566473"
Thành phố Hồ Chí Minh,79,Huyện Hóc Môn,784,Xã Bà Điểm,27592,Xã,,"10,840952","106,600584"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Thị trấn Tân Túc,27595,Thị trấn,,"10,684941","106,574701"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Phạm Văn Hai,27598,Xã,,"10,819865","106,526539"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Vĩnh Lộc A,27601,Xã,,"10,821726","106,563036"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Vĩnh Lộc B,27604,Xã,,"10,788327","106,567942"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Bình Lợi,27607,Xã,,"10,739882","106,492666"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Lê Minh Xuân,27610,Xã,,"10,754673","106,5267777"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Tân Nhựt,27613,Xã,,"10,710614","106,553283"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Tân Kiên,27616,Xã,,"10,713597","106,58692"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Bình Hưng,27619,Xã,,"10,721715","106,673199"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Phong Phú,27622,Xã,,"10,696177","106,653904"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã An Phú Tây,27625,Xã,,"10,687666","106,608885"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Hưng Long,27628,Xã,,"10,664022","106,627004"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Đa Phước,27631,Xã,,"10,662064","106,660406"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Tân Quý Tây,27634,Xã,,"10,667363","106,596535"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Bình Chánh,27637,Xã,,"10,664126","106,568854"
Thành phố Hồ Chí Minh,79,Huyện Bình Chánh,785,Xã Quy Đức,27640,Xã,,"10,640263","106,6432"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Thị trấn Nhà Bè,27643,Thị trấn,,"10,693761","106,739916"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Phước Kiển,27646,Xã,,"10,704902","106,709565"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Phước Lộc,27649,Xã,,"10,698181","106,683942"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Nhơn Đức,27652,Xã,,"10,673512","106,700908"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Phú Xuân,27655,Xã,,"10,67967","106,746324"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Long Thới,27658,Xã,,"10,654882","106,724657"
Thành phố Hồ Chí Minh,79,Huyện Nhà Bè,786,Xã Hiệp Phước,27661,Xã,,"10,61193","106,750103"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Thị trấn Cần Thạnh,27664,Thị trấn,,"10,417203","106,946657"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã Bình Khánh,27667,Xã,,"10,63631","106,795134"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã Tam Thôn Hiệp,27670,Xã,,"10,577118","106,889738"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã An Thới Đông,27673,Xã,,"10,549","106,811632"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã Thạnh An,27676,Xã,,"10,549787","106,97898"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã Long Hòa,27679,Xã,,"10,452683","106,900317"
Thành phố Hồ Chí Minh,79,Huyện Cần Giờ,787,Xã Lý Nhơn,27682,Xã,,"10,467345","106,806568"
